出發日期,星期,出發時間,出發時段,出發機場代號,抵達時間,抵達時段,抵達機場代號,航空公司,航空聯盟,停靠站數量,停留時間,飛行時間,是否過夜,機型,機型分類,航班代碼,艙等,查詢日期,平均價格,最低價格,中位數價格,價格變異,隨機購買平均價格,最低價格剩餘天數,最低價格出現日期,筆數
2025-01-20,星期一,上午10:45,上午班機,TPE,下午1:00,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 15 分鐘,No,Boeing 777,1,CX 489,商務艙,2025-01-19,14280,14267,14280,39.5,14275.0,75,2024-11-06,90
2025-01-20,星期一,上午10:50,上午班機,TPE,中午12:55,下午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CI 909,商務艙,2025-01-19,13779,13172,13360,632632.26,13740.0,75,2024-11-06,89
2025-01-20,星期一,上午8:05,早晨班機,TPE,上午10:05,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A330,1,BR 851,商務艙,2025-01-19,15702,13287,14874,6351492.67,17752.25,75,2024-11-06,90
2025-01-20,星期一,上午8:05,早晨班機,TPE,上午10:05,上午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CI 903,商務艙,2025-01-19,13724,13172,13360,382251.37,13416.25,75,2024-11-06,90
2025-01-20,星期一,上午8:05,早晨班機,TPE,上午10:10,上午抵達,HKG,星宇航空,0,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,JX 233,商務艙,2025-01-19,13887,11770,13483,3045482.76,13342.25,75,2024-11-06,90
2025-01-20,星期一,上午8:20,早晨班機,TPE,上午10:30,上午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 777,1,CX 407,商務艙,2025-01-19,14280,14267,14280,39.5,14279.75,75,2024-11-06,90
2025-01-20,星期一,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A321,0,BR 867,商務艙,2025-01-19,15471,13288,14875,3534867.5,15245.25,74,2024-11-07,87
2025-01-20,星期一,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CX 469,商務艙,2025-01-19,14762,14267,14280,3694176.68,14652.25,75,2024-11-06,90
2025-01-20,星期一,上午9:50,上午班機,TPE,中午12:05,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 15 分鐘,No,Airbus A321neo,0,CX 499,商務艙,2025-01-19,14280,14267,14280,39.5,14282.0,75,2024-11-06,90
2025-01-20,星期一,下午1:20,下午班機,TPE,下午3:25,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 495,商務艙,2025-01-18,15303,14267,14280,4525154.65,14277.5,75,2024-11-06,76
2025-01-20,星期一,下午2:25,下午班機,TPE,下午4:25,下午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A321,0,BR 855,商務艙,2025-01-19,14437,13287,14872,507346.52,14084.75,75,2024-11-06,90
2025-01-20,星期一,下午2:30,下午班機,TPE,下午4:30,下午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Boeing 737,0,CI 915,商務艙,2025-01-19,13724,13172,13360,382251.37,13457.25,75,2024-11-06,90
2025-01-20,星期一,下午3:50,下午班機,TPE,下午5:55,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 443,商務艙,2025-01-17,14279,14267,14280,38.57,14280.0,75,2024-11-06,88
2025-01-20,星期一,下午4:30,下午班機,TPE,下午6:30,晚間抵達,HKG,星宇航空,0,直達航班。,Non-stop,2 小時,No,Airbus A330-900neo,1,JX 235,商務艙,2025-01-19,13214,11770,13481,1298712.82,13451.25,75,2024-11-06,90
2025-01-20,星期一,下午4:35,下午班機,TPE,下午6:30,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A321,0,BR 871,商務艙,2025-01-19,14437,13287,14872,507346.52,14876.0,75,2024-11-06,90
2025-01-20,星期一,下午4:55,下午班機,TPE,晚上7:00,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CI 919,商務艙,2025-01-19,13740,13172,13360,447351.1,13603.25,75,2024-11-06,90
2025-01-20,星期一,下午5:00,下午班機,TPE,晚上7:05,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CX 421,商務艙,2025-01-19,14296,14267,14280,24671.43,14281.25,75,2024-11-06,90
2025-01-20,星期一,下午6:10,晚間班機,TPE,晚上8:05,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Boeing 787-10,1,BR 857,商務艙,2025-01-19,14437,13287,14872,507346.52,14082.5,75,2024-11-06,90
2025-01-20,星期一,下午6:10,晚間班機,TPE,晚上8:10,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CI 923,商務艙,2025-01-19,13724,13172,13360,382251.37,13458.0,75,2024-11-06,90
2025-01-20,星期一,下午6:35,晚間班機,TPE,晚上8:40,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CX 473,商務艙,2024-12-25,14345,14267,14279,98660.34,14281.5,75,2024-11-06,65
2025-01-20,星期一,中午12:25,下午班機,TPE,下午2:20,下午抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A321,0,BR 869,商務艙,2025-01-19,14454,13287,14872,547649.91,14476.25,75,2024-11-06,90
2025-01-20,星期一,中午12:25,下午班機,TPE,下午2:30,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 461,商務艙,2025-01-19,14280,14267,14280,39.5,14282.75,75,2024-11-06,90
2025-01-20,星期一,晚上10:30,晚間班機,TPE,"凌晨12:20 (星期二, 1月 21)",凌晨抵達,HKG,中華航空,2,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A321neo,0,CI 607,商務艙,2025-01-19,13724,13172,13360,382251.37,13418.5,75,2024-11-06,90
2025-01-20,星期一,晚上7:00,晚間班機,TPE,晚上8:50,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A321,0,BR 809,商務艙,2025-01-19,14876,13287,14882,1259956.29,14482.0,75,2024-11-06,90
2025-01-20,星期一,晚上7:30,晚間班機,TPE,晚上9:35,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 777,1,CX 565,商務艙,2025-01-19,14280,14267,14280,39.5,14279.75,75,2024-11-06,90
2025-01-20,星期一,晚上7:40,晚間班機,TPE,晚上9:45,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 777,1,CX 451,商務艙,2025-01-19,14280,14267,14280,39.5,14288.5,75,2024-11-06,90
2025-01-20,星期一,晚上8:15,晚間班機,TPE,晚上10:20,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A350,1,CX 531,商務艙,2025-01-19,14280,14267,14280,39.5,14283.25,75,2024-11-06,90
2025-01-20,星期一,晚上9:15,晚間班機,TPE,晚上11:25,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 777,1,CX 479,商務艙,2025-01-19,14280,14267,14280,39.5,14275.75,75,2024-11-06,90
2025-01-20,星期一,清晨7:00,早晨班機,TPE,上午9:00,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Boeing 787-10,1,BR 891,商務艙,2025-01-19,15792,13287,14875,6644546.06,14485.5,75,2024-11-06,90
2025-01-20,星期一,清晨7:15,早晨班機,TPE,上午9:15,上午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Boeing 737,0,CI 601,商務艙,2025-01-19,13724,13172,13360,382251.37,14270.25,75,2024-11-06,90
2025-01-21,星期二,上午10:45,上午班機,TPE,下午1:00,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 15 分鐘,No,Boeing 777,1,CX 489,商務艙,2025-01-20,14507,14267,14280,292442.39,14651.25,76,2024-11-06,91
2025-01-21,星期二,上午10:50,上午班機,TPE,中午12:55,下午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CI 909,商務艙,2025-01-20,13753,13172,13360,456863.56,13796.75,76,2024-11-06,91
2025-01-21,星期二,上午8:05,早晨班機,TPE,上午10:05,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A321,0,BR 851,商務艙,2025-01-20,15314,13287,14873,3534944.64,14080.75,76,2024-11-06,91
2025-01-21,星期二,上午8:05,早晨班機,TPE,上午10:05,上午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CI 903,商務艙,2025-01-20,13753,13172,13360,456863.56,13609.25,76,2024-11-06,91
2025-01-21,星期二,上午8:05,早晨班機,TPE,上午10:10,上午抵達,HKG,星宇航空,0,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,JX 233,商務艙,2025-01-20,14873,11770,13482,13146051.68,16576.0,76,2024-11-06,91
2025-01-21,星期二,上午8:20,早晨班機,TPE,上午10:30,上午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 777,1,CX 407,商務艙,2025-01-14,14314,14267,14280,51731.36,14276.0,76,2024-11-06,85
2025-01-21,星期二,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Boeing 787,1,BR 867,商務艙,2025-01-20,14645,13287,14873,621073.07,14482.25,76,2024-11-06,91
2025-01-21,星期二,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CX 469,商務艙,2025-01-15,14662,14267,14281,777738.58,14646.5,76,2024-11-06,86
2025-01-21,星期二,下午1:20,下午班機,TPE,下午3:25,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 495,商務艙,2025-01-20,14365,14267,14280,451380.04,14281.0,76,2024-11-06,91
2025-01-21,星期二,下午2:25,下午班機,TPE,下午4:25,下午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A321,0,BR 855,商務艙,2025-01-20,15198,13287,14872,4659413.02,16469.75,76,2024-11-06,91
2025-01-21,星期二,下午2:30,下午班機,TPE,下午4:30,下午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Boeing 737,0,CI 915,商務艙,2025-01-20,13736,13172,13360,392914.71,13607.25,76,2024-11-06,91
2025-01-21,星期二,下午3:50,下午班機,TPE,下午5:55,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 443,商務艙,2025-01-20,14280,14267,14280,39.92,14279.5,76,2024-11-06,91
2025-01-21,星期二,下午4:30,下午班機,TPE,下午6:30,晚間抵達,HKG,星宇航空,0,直達航班。,Non-stop,2 小時,No,Airbus A330-900neo,1,JX 235,商務艙,2025-01-20,13229,11770,13481,1304466.05,13878.5,76,2024-11-06,91
2025-01-21,星期二,下午4:35,下午班機,TPE,下午6:30,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Boeing 787-10,1,BR 871,商務艙,2025-01-20,14442,13287,14872,503944.73,14480.5,76,2024-11-06,91
2025-01-21,星期二,下午4:55,下午班機,TPE,晚上7:00,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CI 919,商務艙,2025-01-20,13736,13172,13360,392914.71,13412.0,76,2024-11-06,91
2025-01-21,星期二,下午5:00,下午班機,TPE,晚上7:05,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CX 421,商務艙,2025-01-20,16254,14267,14281,8328687.83,17395.75,76,2024-11-06,52
2025-01-21,星期二,下午6:10,晚間班機,TPE,晚上8:05,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Boeing 787-10,1,BR 857,商務艙,2025-01-20,14442,13287,14872,503944.73,14876.25,76,2024-11-06,91
2025-01-21,星期二,下午6:10,晚間班機,TPE,晚上8:10,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Boeing 737,0,CI 923,商務艙,2025-01-20,13736,13172,13360,392914.71,13370.0,76,2024-11-06,91
2025-01-21,星期二,下午6:35,晚間班機,TPE,晚上8:40,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CX 473,商務艙,2025-01-20,15154,14267,14280,6484743.14,14277.25,76,2024-11-06,85
2025-01-21,星期二,中午12:25,下午班機,TPE,下午2:20,下午抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A321,0,BR 869,商務艙,2025-01-20,15614,13287,14874,5753057.7,14844.25,76,2024-11-06,91
2025-01-21,星期二,中午12:25,下午班機,TPE,下午2:30,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 461,商務艙,2025-01-19,14538,14267,14280,2533899.6,14282.25,76,2024-11-06,87
2025-01-21,星期二,晚上7:00,晚間班機,TPE,晚上8:50,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A321,0,BR 809,商務艙,2025-01-20,14442,13287,14872,503944.73,14476.25,76,2024-11-06,91
2025-01-21,星期二,晚上7:30,晚間班機,TPE,晚上9:35,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 777,1,CX 565,商務艙,2025-01-20,14280,14267,14280,39.92,14287.25,76,2024-11-06,91
2025-01-21,星期二,晚上7:40,晚間班機,TPE,晚上9:45,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 777,1,CX 451,商務艙,2025-01-20,14280,14267,14280,39.92,14284.5,76,2024-11-06,91
2025-01-21,星期二,晚上8:15,晚間班機,TPE,晚上10:20,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A350,1,CX 531,商務艙,2025-01-20,14280,14267,14280,39.92,14279.5,76,2024-11-06,91
2025-01-21,星期二,晚上9:10,晚間班機,TPE,晚上11:00,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A321neo,0,CI 921,商務艙,2025-01-08,13561,13172,13357,218023.47,13317.25,76,2024-11-06,79
2025-01-21,星期二,晚上9:15,晚間班機,TPE,晚上11:25,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 777,1,CX 479,商務艙,2025-01-20,14280,14267,14280,39.92,14280.0,76,2024-11-06,91
2025-01-21,星期二,清晨7:00,早晨班機,TPE,上午9:00,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Boeing 787-10,1,BR 891,商務艙,2025-01-20,15782,13287,14875,6579684.48,14480.5,76,2024-11-06,91
2025-01-21,星期二,清晨7:15,早晨班機,TPE,上午9:15,上午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Boeing 737,0,CI 601,商務艙,2025-01-20,13724,13172,13360,382329.8,13563.5,76,2024-11-06,90
2025-01-22,星期三,上午10:45,上午班機,TPE,下午1:00,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 15 分鐘,No,Boeing 777,1,CX 489,商務艙,2025-01-02,14339,14267,14280,89441.06,14275.5,77,2024-11-06,72
2025-01-22,星期三,上午10:50,上午班機,TPE,中午12:55,下午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CI 909,商務艙,2025-01-21,13986,13172,13361,1047201.57,13842.0,77,2024-11-06,91
2025-01-22,星期三,上午8:05,早晨班機,TPE,上午10:05,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Boeing 787,1,BR 851,商務艙,2025-01-21,15510,13287,14875,5178614.27,14485.25,77,2024-11-06,91
2025-01-22,星期三,上午8:05,早晨班機,TPE,上午10:05,上午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CI 903,商務艙,2025-01-21,13772,13172,13360,467103.53,13415.0,77,2024-11-06,91
2025-01-22,星期三,上午8:05,早晨班機,TPE,上午10:10,上午抵達,HKG,星宇航空,0,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,JX 233,商務艙,2025-01-21,13551,11770,13481,2504047.26,13193.75,77,2024-11-06,91
2025-01-22,星期三,上午8:20,早晨班機,TPE,上午10:30,上午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 777,1,CX 407,商務艙,2025-01-20,15524,14267,14280,10188885.66,14281.0,77,2024-11-06,90
2025-01-22,星期三,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A321,0,BR 867,商務艙,2025-01-21,15069,13287,14872,4109600.61,14466.75,77,2024-11-06,91
2025-01-22,星期三,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CX 469,商務艙,2025-01-21,15237,14267,14281,8963812.17,14651.25,77,2024-11-06,91
2025-01-22,星期三,下午1:20,下午班機,TPE,下午3:25,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 495,商務艙,2025-01-21,16262,14267,14282,9257541.51,16904.5,77,2024-11-06,70
2025-01-22,星期三,下午2:25,下午班機,TPE,下午4:25,下午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A321,0,BR 855,商務艙,2025-01-21,14460,13287,14872,491168.21,14484.75,77,2024-11-06,91
2025-01-22,星期三,下午2:30,下午班機,TPE,下午4:30,下午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CI 915,商務艙,2025-01-21,13838,13172,13360,714841.25,13313.5,77,2024-11-06,91
2025-01-22,星期三,下午3:50,下午班機,TPE,下午5:55,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 443,商務艙,2024-12-25,15843,14267,14281,8731678.33,17276.75,77,2024-11-06,64
2025-01-22,星期三,下午4:30,下午班機,TPE,下午6:30,晚間抵達,HKG,星宇航空,0,直達航班。,Non-stop,2 小時,No,Airbus A330-900neo,1,JX 235,商務艙,2025-01-21,13260,11770,13481,1299896.59,13449.5,77,2024-11-06,91
2025-01-22,星期三,下午4:35,下午班機,TPE,下午6:30,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A330,1,BR 871,商務艙,2025-01-21,14460,13287,14872,491168.21,14480.75,77,2024-11-06,91
2025-01-22,星期三,下午4:55,下午班機,TPE,晚上7:00,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CI 919,商務艙,2025-01-21,13755,13172,13360,403820.17,13613.25,77,2024-11-06,91
2025-01-22,星期三,下午6:10,晚間班機,TPE,晚上8:05,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A330,1,BR 857,商務艙,2025-01-21,14460,13287,14872,491168.21,14878.0,77,2024-11-06,91
2025-01-22,星期三,下午6:10,晚間班機,TPE,晚上8:10,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Boeing 737,0,CI 923,商務艙,2025-01-21,15418,13172,16386,2200777.18,15584.0,77,2024-11-06,89
2025-01-22,星期三,下午6:35,晚間班機,TPE,晚上8:40,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CX 473,商務艙,2025-01-21,14279,14267,14280,36.88,14281.5,77,2024-11-06,86
2025-01-22,星期三,中午12:25,下午班機,TPE,下午2:30,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 461,商務艙,2025-01-21,15095,14267,14281,4514157.8,14641.0,77,2024-11-06,73
2025-01-22,星期三,晚上7:30,晚間班機,TPE,晚上9:35,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 777,1,CX 565,商務艙,2025-01-21,14280,14267,14280,39.78,14287.0,77,2024-11-06,91
2025-01-22,星期三,晚上7:40,晚間班機,TPE,晚上9:45,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 777,1,CX 451,商務艙,2025-01-21,14280,14267,14280,39.78,14279.5,77,2024-11-06,91
2025-01-22,星期三,晚上8:15,晚間班機,TPE,晚上10:20,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A350,1,CX 531,商務艙,2025-01-21,14280,14267,14280,39.78,14283.5,77,2024-11-06,91
2025-01-22,星期三,晚上9:10,晚間班機,TPE,晚上11:00,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A321neo,0,CI 921,商務艙,2025-01-21,13755,13172,13360,403820.17,14033.0,77,2024-11-06,91
2025-01-22,星期三,晚上9:15,晚間班機,TPE,晚上11:25,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 777,1,CX 479,商務艙,2025-01-21,14280,14267,14280,39.78,14280.0,77,2024-11-06,91
2025-01-22,星期三,清晨7:00,早晨班機,TPE,上午9:00,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Boeing 787-10,1,BR 891,商務艙,2025-01-21,15710,13287,14875,6230221.69,17754.75,77,2024-11-06,91
2025-01-22,星期三,清晨7:15,早晨班機,TPE,上午9:15,上午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Boeing 737,0,CI 601,商務艙,2025-01-19,13355,13172,13192,187253.26,13267.0,77,2024-11-06,43
2025-01-23,星期四,上午10:50,上午班機,TPE,中午12:55,下午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CI 909,商務艙,2025-01-22,13774,13172,13360,413851.1,13600.5,78,2024-11-06,91
2025-01-23,星期四,上午8:05,早晨班機,TPE,上午10:05,上午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Airbus A330,1,CI 903,商務艙,2025-01-22,13774,13172,13360,413851.1,13649.5,78,2024-11-06,91
2025-01-23,星期四,上午8:05,早晨班機,TPE,上午10:10,上午抵達,HKG,星宇航空,0,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,JX 233,商務艙,2025-01-22,14419,11770,13483,8307831.18,12912.75,78,2024-11-06,91
2025-01-23,星期四,上午8:20,早晨班機,TPE,上午10:30,上午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 777,1,CX 407,商務艙,2024-12-27,14550,14267,14279,1311719.23,14279.75,78,2024-11-06,62
2025-01-23,星期四,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A330,1,BR 867,商務艙,2025-01-22,15037,13287,14872,4016496.69,14871.5,78,2024-11-06,91
2025-01-23,星期四,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CX 469,商務艙,2024-12-05,14883,14267,14278,2670659.87,14646.5,78,2024-11-06,43
2025-01-23,星期四,下午2:25,下午班機,TPE,下午4:25,下午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A321,0,BR 855,商務艙,2025-01-22,14477,13287,14872,477690.61,14880.75,78,2024-11-06,91
2025-01-23,星期四,下午2:30,下午班機,TPE,下午4:30,下午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CI 915,商務艙,2025-01-22,14370,13172,13360,2024263.37,14834.75,78,2024-11-06,91
2025-01-23,星期四,下午3:50,下午班機,TPE,下午5:55,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 443,商務艙,2025-01-22,16096,14267,14280,12475331.75,14278.0,78,2024-11-06,80
2025-01-23,星期四,下午4:30,下午班機,TPE,下午6:30,晚間抵達,HKG,星宇航空,0,直達航班。,Non-stop,2 小時,No,Airbus A330-900neo,1,JX 235,商務艙,2025-01-22,13291,11770,13481,1293297.8,13325.25,78,2024-11-06,91
2025-01-23,星期四,下午4:35,下午班機,TPE,下午6:30,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Boeing 777,1,BR 871,商務艙,2025-01-22,14477,13287,14872,477690.61,13690.5,78,2024-11-06,91
2025-01-23,星期四,下午4:55,下午班機,TPE,晚上7:00,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CI 919,商務艙,2025-01-22,13774,13172,13360,413851.1,13756.0,78,2024-11-06,91
2025-01-23,星期四,下午5:00,下午班機,TPE,晚上7:05,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CX 421,商務艙,2025-01-22,16319,14267,14280,12560106.82,14273.25,78,2024-11-06,76
2025-01-23,星期四,下午6:10,晚間班機,TPE,晚上8:05,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A330,1,BR 857,商務艙,2025-01-22,14579,13287,14873,538403.69,14872.75,78,2024-11-06,91
2025-01-23,星期四,下午6:10,晚間班機,TPE,晚上8:10,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Boeing 737,0,CI 923,商務艙,2025-01-22,13774,13172,13360,413851.1,14078.75,78,2024-11-06,91
2025-01-23,星期四,下午6:35,晚間班機,TPE,晚上8:40,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CX 473,商務艙,2025-01-07,14749,14267,14279,3508873.77,15840.5,78,2024-11-06,62
2025-01-23,星期四,中午12:25,下午班機,TPE,下午2:20,下午抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A321,0,BR 869,商務艙,2025-01-20,16644,13287,14872,12254816.51,14477.5,78,2024-11-06,89
2025-01-23,星期四,晚上10:30,晚間班機,TPE,"凌晨12:20 (星期五, 1月 24)",凌晨抵達,HKG,中華航空,2,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A321neo,0,CI 607,商務艙,2025-01-22,13774,13172,13360,413851.1,13606.25,78,2024-11-06,91
2025-01-23,星期四,晚上7:30,晚間班機,TPE,晚上9:35,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 777,1,CX 565,商務艙,2025-01-22,14362,14267,14280,117601.74,14653.75,78,2024-11-06,90
